origin_name,origin_lat,origin_lng,dest_lat,dest_lng,ship_datetime,delivery_datetime,value,weight,cube,brand
Memphis TN DC,35.1175,-89.9711,39.6492,-105.2936,2026-01-30 17:20:57,2026-01-31 12:08:26,11.71,3.0,0.3,Atlas
Dallas TX DC,32.8998,-96.8379,29.4014,-98.4141,2026-01-18 12:38:37,2026-01-18 14:56:58,36.75,5.3,1.11,Cascade
Dallas TX DC,32.8998,-96.8379,29.9807,-95.3767,2026-01-19 12:37:34,2026-01-19 16:28:33,30.37,4.1,0.92,Summit
Chicago IL DC,41.85,-87.882,40.7878,-74.0339,2026-01-23 10:40:49,2026-01-23 18:03:24,66.58,4.8,1.37,Metro
Chicago IL DC,41.85,-87.882,35.3941,-90.1445,2026-01-16 15:31:27,2026-01-17 08:13:41,46.54,2.2,0.54,Cascade
Atlanta GA DC,33.6407,-84.4277,29.4872,-98.7,2026-01-03 13:08:10,2026-01-03 15:08:51,7.71,4.2,0.29,Alpine
Atlanta GA DC,33.6407,-84.4277,35.4713,-81.0677,2026-01-22 13:52:58,2026-01-22 16:46:01,8.94,1.5,0.26,Alpine
Atlanta GA DC,33.6407,-84.4277,36.345,-86.5568,2026-01-25 13:46:47,2026-01-25 18:41:36,44.27,6.9,0.82,Alpine
Memphis TN DC,35.1175,-89.9711,29.7799,-95.2911,2026-01-15 14:35:07,2026-01-16 10:25:48,62.35,7.6,1.69,Ridge
Chicago IL DC,41.85,-87.882,34.1548,-118.1255,2026-01-29 18:23:05,2026-01-30 08:06:13,10.31,6.0,1.72,Cascade
Edison NJ DC,40.5187,-74.4121,40.7081,-74.0011,2026-01-14 16:42:06,2026-01-14 15:31:02,20.22,1.7,0.49,Ridge
Edison NJ DC,40.5187,-74.4121,40.6221,-74.0483,2026-01-03 11:00:01,2026-01-03 15:04:44,24.67,16.6,4.47,Pacific
Reno NV DC,39.5296,-119.8138,29.3658,-98.3831,2026-01-05 10:37:41,2026-01-05 15:32:47,96.13,2.3,0.67,Cascade
Chicago IL DC,41.85,-87.882,41.8369,-88.0072,2026-01-16 16:51:45,2026-01-16 18:21:41,50.2,2.8,0.57,Summit
Dallas TX DC,32.8998,-96.8379,30.5549,-97.6105,2026-01-27 14:16:13,2026-01-27 15:55:54,28.65,3.2,0.52,Summit
Memphis TN DC,35.1175,-89.9711,43.3546,-87.9135,2026-01-16 06:20:00,2026-01-16 18:17:13,36.71,3.4,0.46,Cascade
Atlanta GA DC,33.6407,-84.4277,41.7968,-87.5684,2026-01-25 10:21:57,2026-01-25 16:07:57,8.76,12.4,2.68,Cascade
Edison NJ DC,40.5187,-74.4121,28.0013,-82.4205,2026-01-24 15:43:52,2026-01-24 16:08:10,194.65,4.0,0.89,Horizon
Edison NJ DC,40.5187,-74.4121,40.9485,-73.9705,2026-01-08 16:44:29,2026-01-09 09:25:24,47.0,10.5,3.05,Alpine
Reno NV DC,39.5296,-119.8138,40.4743,-73.8703,2026-01-03 15:46:12,2026-01-04 08:04:32,96.35,16.5,3.25,Ridge
Dallas TX DC,32.8998,-96.8379,32.7484,-96.8228,2026-01-29 08:45:13,2026-01-29 14:18:24,6.88,1.7,0.4,Metro
Reno NV DC,39.5296,-119.8138,32.9669,-96.912,2026-01-02 16:43:50,2026-01-03 10:46:04,71.83,1.6,0.46,Summit
Reno NV DC,39.5296,-119.8138,29.5282,-95.3793,2026-01-02 09:58:29,2026-01-02 18:28:17,8.32,17.5,1.64,Metro
Chicago IL DC,41.85,-87.882,41.8782,-87.9584,2026-01-11 16:02:12,2026-01-11 17:31:13,43.9,6.2,0.97,Alpine
Edison NJ DC,40.5187,-74.4121,40.5905,-73.9007,2026-01-24 21:32:17,2026-01-25 09:47:07,63.28,2.2,0.64,Metro
Dallas TX DC,32.8998,-96.8379,40.1098,-82.9795,2026-01-23 15:00:33,2026-01-23 16:11:15,14.96,2.8,0.52,Horizon
Reno NV DC,39.5296,-119.8138,32.5623,-117.3199,2026-01-24 14:21:02,2026-01-25 08:09:49,46.66,2.0,0.42,Atlas
Memphis TN DC,35.1175,-89.9711,33.4522,-111.9881,2026-01-03 12:08:17,2026-01-03 14:37:04,10.33,3.5,1.05,Ridge
Dallas TX DC,32.8998,-96.8379,33.964,-118.2823,2026-01-23 14:25:05,2026-01-23 15:11:01,16.3,7.3,1.01,Horizon
Edison NJ DC,40.5187,-74.4121,40.5502,-73.9664,2026-01-18 17:05:11,2026-01-19 09:32:52,4.97,6.2,1.31,Horizon
Edison NJ DC,40.5187,-74.4121,40.8653,-74.107,2026-01-18 13:23:09,2026-01-18 17:58:26,26.2,2.7,0.63,Metro
Atlanta GA DC,33.6407,-84.4277,29.0317,-98.4027,2026-01-21 11:45:37,2026-01-21 17:49:27,119.02,2.1,0.53,Summit
Edison NJ DC,40.5187,-74.4121,40.9165,-74.0329,2026-01-28 12:32:09,2026-01-28 18:49:08,104.47,4.6,1.1,Horizon
Edison NJ DC,40.5187,-74.4121,40.7585,-73.9125,2026-01-04 21:08:18,2026-01-05 06:32:00,15.03,2.5,0.3,Summit
Reno NV DC,39.5296,-119.8138,47.871,-122.4679,2026-01-02 21:36:53,2026-01-03 07:52:46,5.94,2.9,0.66,Ridge
Atlanta GA DC,33.6407,-84.4277,42.0876,-87.7278,2026-01-12 16:48:36,2026-01-12 14:47:36,9.6,3.6,0.18,Alpine
Chicago IL DC,41.85,-87.882,41.9071,-87.7345,2026-01-14 09:06:51,2026-01-14 18:01:01,4.31,9.2,2.74,Cascade
Chicago IL DC,41.85,-87.882,42.0478,-87.7824,2026-01-15 11:55:01,2026-01-15 18:30:10,82.34,0.6,0.14,Pacific
Edison NJ DC,40.5187,-74.4121,40.6451,-73.9479,2026-01-25 14:31:00,2026-01-25 18:40:50,9.19,2.5,0.22,Atlas
Chicago IL DC,41.85,-87.882,42.0619,-87.5564,2026-01-24 13:27:12,2026-01-24 15:37:56,73.86,2.6,0.4,Alpine
Dallas TX DC,32.8998,-96.8379,33.9803,-118.2991,2026-01-26 11:53:12,2026-01-26 16:12:16,97.54,14.5,4.06,Metro
Memphis TN DC,35.1175,-89.9711,35.0254,-90.0935,2026-01-04 10:56:59,2026-01-04 18:36:39,55.49,1.0,0.15,Summit
Reno NV DC,39.5296,-119.8138,47.8038,-122.462,2026-01-18 12:35:36,2026-01-18 15:28:54,99.93,1.3,0.35,Alpine
Memphis TN DC,35.1175,-89.9711,41.8881,-87.5176,2026-01-29 18:04:31,2026-01-29 16:42:40,117.77,3.6,0.83,Metro
Chicago IL DC,41.85,-87.882,39.9877,-83.1457,2026-01-21 08:25:01,2026-01-21 17:43:48,5.79,20.3,5.82,Metro
Memphis TN DC,35.1175,-89.9711,41.0742,-95.923,2026-01-09 10:49:54,2026-01-09 14:47:46,9.39,2.4,0.29,Alpine
Memphis TN DC,35.1175,-89.9711,29.5881,-98.6002,2026-01-29 16:05:46,2026-01-30 09:09:53,100.05,5.3,1.38,Horizon
Chicago IL DC,41.85,-87.882,40.7347,-74.0176,2026-01-09 14:37:08,2026-01-10 10:40:42,17.77,6.1,1.14,Summit
Reno NV DC,39.5296,-119.8138,34.3372,-118.4584,2026-01-10 12:45:05,2026-01-10 17:55:17,38.34,7.2,2.09,Alpine
Edison NJ DC,40.5187,-74.4121,40.5646,-74.1986,2026-01-16 12:59:52,2026-01-16 17:58:59,20.07,3.1,0.44,Pacific
Edison NJ DC,40.5187,-74.4121,42.5008,-70.7775,2026-01-14 13:56:16,2026-01-14 14:45:19,14.51,7.0,0.95,Horizon
Edison NJ DC,40.5187,-74.4121,40.5579,-73.9499,2026-01-13 13:29:10,2026-01-13 17:33:41,22.09,5.9,0.52,Ridge
Chicago IL DC,41.85,-87.882,35.4667,-89.9167,2026-01-20 13:01:07,2026-01-21 11:27:21,69.67,2.1,0.27,Summit
Memphis TN DC,35.1175,-89.9711,40.838,-73.985,2026-01-21 18:48:20,2026-01-22 08:33:45,32.74,3.5,0.8,Atlas
Edison NJ DC,40.5187,-74.4121,40.6758,-74.2059,2026-01-22 17:22:11,2026-01-22 16:26:29,113.88,21.8,2.25,Summit
Chicago IL DC,41.85,-87.882,40.8474,-73.8188,2026-01-07 09:38:27,2026-01-07 14:52:21,2.77,20.7,5.08,Summit
Atlanta GA DC,33.6407,-84.4277,33.7655,-84.2817,2026-01-16 17:05:19,2026-01-17 12:22:32,8.46,7.0,1.23,Horizon
Edison NJ DC,40.5187,-74.4121,35.2401,-80.8031,2026-01-04 11:54:13,2026-01-05 12:30:58,75.87,2.8,0.74,Atlas
Atlanta GA DC,33.6407,-84.4277,39.7824,-86.343,2026-01-13 14:16:36,2026-01-13 15:06:57,15.91,1.1,0.12,Horizon
Chicago IL DC,41.85,-87.882,42.174,-87.6477,2026-01-22 11:55:43,2026-01-22 17:28:53,61.67,3.1,0.19,Atlas
Reno NV DC,39.5296,-119.8138,34.2638,-118.4034,2026-01-24 17:34:28,2026-01-24 17:44:58,61.56,2.2,0.38,Metro
Edison NJ DC,40.5187,-74.4121,40.5935,-74.0523,2026-01-17 17:04:46,2026-01-17 17:52:09,6.38,4.6,0.69,Ridge
Reno NV DC,39.5296,-119.8138,37.2399,-121.8009,2026-01-15 12:04:24,2026-01-15 14:50:39,22.31,6.2,1.19,Metro
Reno NV DC,39.5296,-119.8138,34.0258,-118.0507,2026-01-18 07:37:13,2026-01-18 14:47:22,37.56,2.0,0.1,Horizon
Edison NJ DC,40.5187,-74.4121,40.9135,-73.6478,2026-01-03 16:08:24,2026-01-04 08:06:19,16.84,6.1,1.17,Ridge
Dallas TX DC,32.8998,-96.8379,41.7112,-87.7038,2026-01-05 10:05:51,2026-01-05 15:12:21,5.39,5.7,1.65,Ridge
Reno NV DC,39.5296,-119.8138,37.2413,-121.8333,2026-01-07 11:58:48,2026-01-07 16:06:31,9.19,6.0,0.76,Alpine
Chicago IL DC,41.85,-87.882,36.0302,-96.2252,2026-01-06 14:07:57,2026-01-07 10:05:51,31.89,2.1,0.36,Alpine
Edison NJ DC,40.5187,-74.4121,40.5436,-73.9142,2026-01-10 12:25:52,2026-01-10 18:53:10,28.14,3.9,1.06,Atlas
Edison NJ DC,40.5187,-74.4121,30.5569,-97.6807,2026-01-13 11:30:42,2026-01-13 18:40:15,44.3,14.0,1.08,Metro
Edison NJ DC,40.5187,-74.4121,40.6773,-74.1064,2026-01-21 10:11:58,2026-01-21 17:11:50,8.0,3.8,0.6,Summit
Memphis TN DC,35.1175,-89.9711,43.164,-88.0714,2026-01-19 10:21:02,2026-01-19 16:38:55,114.1,3.9,0.52,Pacific
Atlanta GA DC,33.6407,-84.4277,40.0777,-83.0432,2026-01-22 15:19:23,2026-01-23 11:50:47,44.71,1.8,0.47,Pacific
Reno NV DC,39.5296,-119.8138,33.9498,-118.2111,2026-01-27 13:43:34,2026-01-28 12:06:44,16.01,5.8,0.48,Ridge
Reno NV DC,39.5296,-119.8138,47.6448,-122.1395,2026-01-20 16:59:57,2026-01-21 09:44:33,29.98,8.9,1.12,Metro
Edison NJ DC,40.5187,-74.4121,40.5333,-74.1979,2026-01-15 08:08:04,2026-01-15 12:27:55,70.38,3.8,0.88,Summit
Chicago IL DC,41.85,-87.882,29.4608,-98.5679,2026-01-11 14:46:19,2026-01-12 10:49:24,37.41,1.6,0.33,Ridge
Memphis TN DC,35.1175,-89.9711,41.1028,-96.0522,2026-01-28 08:16:32,2026-01-28 18:42:06,20.76,3.0,0.21,Summit
Atlanta GA DC,33.6407,-84.4277,35.1048,-90.0638,2026-01-27 15:59:44,2026-01-28 09:58:47,11.41,3.1,0.36,Summit
Reno NV DC,39.5296,-119.8138,37.4464,-121.8735,2026-01-18 09:51:02,2026-01-18 18:31:24,81.15,15.9,1.91,Alpine
Edison NJ DC,40.5187,-74.4121,40.7347,-74.0672,2026-01-15 14:16:10,2026-01-15 14:49:51,3.89,2.0,0.5,Metro
Memphis TN DC,35.1175,-89.9711,35.2922,-89.8132,2026-01-09 12:48:17,2026-01-09 15:31:47,18.25,2.9,0.24,Atlas
Edison NJ DC,40.5187,-74.4121,32.7947,-117.0975,2026-01-01 14:28:57,2026-01-01 14:24:54,55.18,1.8,0.09,Atlas
Atlanta GA DC,33.6407,-84.4277,40.5089,-73.9781,2026-01-10 14:17:09,2026-01-11 09:09:17,15.97,7.3,1.85,Horizon
Memphis TN DC,35.1175,-89.9711,34.1016,-118.0106,2026-01-04 15:04:11,2026-01-05 12:45:41,30.15,3.6,0.27,Ridge
Dallas TX DC,32.8998,-96.8379,32.7289,-96.92,2026-01-04 14:55:37,2026-01-04 16:25:48,9.92,5.1,1.43,Horizon
Atlanta GA DC,33.6407,-84.4277,38.8238,-77.0205,2026-01-28 15:02:59,2026-01-29 12:30:13,69.16,3.3,0.75,Horizon
Reno NV DC,39.5296,-119.8138,34.9397,-90.0298,2026-01-24 15:08:59,2026-01-24 14:17:21,9.92,4.6,0.63,Atlas
Memphis TN DC,35.1175,-89.9711,35.2249,-80.8911,2026-01-30 19:55:06,2026-01-31 07:27:59,22.84,5.6,0.49,Cascade
Dallas TX DC,32.8998,-96.8379,32.6321,-117.239,2026-01-18 13:07:16,2026-01-19 09:03:23,12.55,8.0,0.63,Horizon
Chicago IL DC,41.85,-87.882,41.7608,-87.3825,2026-01-20 15:12:18,2026-01-21 08:11:31,199.91,2.5,0.31,Alpine
Reno NV DC,39.5296,-119.8138,34.1473,-118.3923,2026-01-28 17:51:46,2026-01-29 10:01:19,45.32,4.6,0.93,Metro
Edison NJ DC,40.5187,-74.4121,40.6398,-74.1659,2026-01-28 10:13:01,2026-01-28 15:31:31,27.08,3.9,0.51,Horizon
Edison NJ DC,40.5187,-74.4121,40.6581,-73.9388,2026-01-27 13:51:31,2026-01-27 14:45:01,61.48,3.3,0.93,Atlas
Atlanta GA DC,33.6407,-84.4277,40.7888,-73.8991,2026-01-22 11:29:52,2026-01-22 15:19:51,44.8,5.7,1.37,Horizon
Edison NJ DC,40.5187,-74.4121,40.6158,-73.9114,2026-01-16 11:06:52,2026-01-16 16:44:54,54.29,6.4,0.39,Summit
Edison NJ DC,40.5187,-74.4121,39.8921,-104.759,2026-01-26 18:50:45,2026-01-27 10:19:42,41.29,1.9,0.17,Atlas
Dallas TX DC,32.8998,-96.8379,28.9729,-98.5968,2026-01-01 14:20:26,2026-01-01 18:09:39,11.06,3.3,0.86,Alpine
Edison NJ DC,40.5187,-74.4121,40.564,-73.8801,2026-01-28 10:15:19,2026-01-28 18:58:03,10.75,3.5,1.0,Atlas
Edison NJ DC,40.5187,-74.4121,42.3719,-71.1334,2026-01-04 13:39:48,2026-01-04 17:12:26,63.12,5.9,0.54,Pacific
Chicago IL DC,41.85,-87.882,29.4449,-98.564,2026-01-29 17:55:57,2026-01-30 06:14:30,9.41,5.4,1.3,Pacific
Reno NV DC,39.5296,-119.8138,32.5009,-117.1977,2026-01-06 13:14:49,2026-01-07 11:25:39,18.37,14.1,0.92,Metro
Atlanta GA DC,33.6407,-84.4277,35.1471,-90.2357,2026-01-12 14:40:28,2026-01-12 15:49:41,151.58,15.2,3.27,Alpine
Edison NJ DC,40.5187,-74.4121,40.5268,-73.8674,2026-01-14 11:14:11,2026-01-14 16:42:52,78.79,12.8,3.5,Summit
Edison NJ DC,40.5187,-74.4121,40.3925,-73.973,2026-01-11 17:34:48,2026-01-12 11:55:48,11.98,2.1,0.61,Cascade
Edison NJ DC,40.5187,-74.4121,40.7905,-73.9668,2026-01-05 17:09:58,2026-01-05 18:02:36,307.17,3.9,1.03,Ridge
Reno NV DC,39.5296,-119.8138,34.2787,-118.3369,2026-01-13 16:06:49,2026-01-14 11:18:00,161.5,7.7,1.61,Cascade
Edison NJ DC,40.5187,-74.4121,40.0049,-83.1031,2026-01-04 08:07:13,2026-01-04 17:21:57,33.32,13.6,3.58,Summit
Atlanta GA DC,33.6407,-84.4277,29.3574,-98.2834,2026-01-21 19:09:03,2026-01-22 06:44:17,16.53,11.6,2.79,Metro
Dallas TX DC,32.8998,-96.8379,32.8258,-117.0871,2026-01-19 08:10:16,2026-01-19 18:26:09,17.25,3.5,0.84,Pacific
Atlanta GA DC,33.6407,-84.4277,27.7703,-82.5553,2026-01-19 16:27:44,2026-01-20 10:56:16,8.72,6.1,1.16,Ridge
Chicago IL DC,41.85,-87.882,34.003,-118.3477,2026-01-19 11:04:15,2026-01-20 09:58:33,64.76,4.2,0.69,Metro
Edison NJ DC,40.5187,-74.4121,40.6931,-74.191,2026-01-30 12:01:49,2026-01-30 18:10:52,7.24,1.3,0.33,Alpine
Memphis TN DC,35.1175,-89.9711,34.1881,-117.9931,2026-01-05 16:25:56,2026-01-06 12:36:10,39.89,7.9,1.45,Pacific
Chicago IL DC,41.85,-87.882,41.9622,-87.5651,2026-01-17 08:51:45,2026-01-17 13:14:21,30.26,4.8,0.95,Ridge
Reno NV DC,39.5296,-119.8138,34.3497,-118.6291,2026-01-13 14:59:56,2026-01-14 10:30:44,7.12,15.8,2.38,Metro
Reno NV DC,39.5296,-119.8138,37.7299,-121.8436,2026-01-09 09:12:15,2026-01-09 18:14:02,519.59,2.7,0.17,Ridge
Chicago IL DC,41.85,-87.882,39.9545,-86.2725,2026-01-05 17:01:12,2026-01-05 15:24:10,10.89,2.3,0.64,Pacific
Memphis TN DC,35.1175,-89.9711,35.1469,-89.8456,2026-01-12 13:27:38,2026-01-12 17:56:36,79.29,3.4,0.29,Horizon
Edison NJ DC,40.5187,-74.4121,40.887,-74.1163,2026-01-15 12:11:04,2026-01-15 17:42:46,66.43,1.1,0.13,Pacific
Chicago IL DC,41.85,-87.882,29.617,-95.2494,2026-01-10 10:20:23,2026-01-10 18:13:50,36.08,4.4,0.37,Metro
Reno NV DC,39.5296,-119.8138,47.6242,-122.2435,2026-01-27 18:25:08,2026-01-28 09:34:10,17.85,7.6,1.26,Horizon
Reno NV DC,39.5296,-119.8138,29.7325,-95.1565,2026-01-19 09:20:22,2026-01-19 15:41:15,6.35,4.5,0.92,Ridge
Chicago IL DC,41.85,-87.882,40.6875,-73.9639,2026-01-02 13:28:28,2026-01-02 16:35:11,26.93,6.0,0.51,Ridge
Atlanta GA DC,33.6407,-84.4277,39.9277,-83.2907,2026-01-25 14:37:07,2026-01-25 18:05:46,30.15,14.9,0.88,Summit
Atlanta GA DC,33.6407,-84.4277,33.3445,-112.0968,2026-01-07 18:44:48,2026-01-08 12:18:39,29.08,4.2,0.39,Cascade
Dallas TX DC,32.8998,-96.8379,41.9643,-87.463,2026-01-09 12:43:24,2026-01-09 15:06:48,4.05,2.1,0.22,Metro
Reno NV DC,39.5296,-119.8138,47.3363,-122.3025,2026-01-04 12:27:58,2026-01-04 15:14:04,2.17,4.4,0.71,Atlas
Memphis TN DC,35.1175,-89.9711,35.0233,-90.1319,2026-01-30 14:08:40,2026-01-30 18:51:48,16.97,7.7,2.13,Alpine
Dallas TX DC,32.8998,-96.8379,32.5406,-96.9175,2026-01-04 10:30:33,2026-01-04 16:23:30,201.26,3.5,0.25,Atlas
Reno NV DC,39.5296,-119.8138,37.3071,-121.7668,2026-01-12 13:33:03,2026-01-12 18:29:45,83.26,3.7,1.0,Ridge
Reno NV DC,39.5296,-119.8138,34.0176,-118.3782,2026-01-29 13:03:20,2026-01-29 14:59:49,25.98,10.1,2.77,Cascade
Dallas TX DC,32.8998,-96.8379,35.1701,-80.6649,2026-01-28 12:00:31,2026-01-29 12:26:52,59.98,2.8,0.21,Pacific
Reno NV DC,39.5296,-119.8138,38.955,-76.8679,2026-01-16 11:05:43,2026-01-16 15:52:24,44.7,4.6,1.21,Cascade
Memphis TN DC,35.1175,-89.9711,33.5675,-84.485,2026-01-26 20:21:25,2026-01-27 08:33:11,96.17,10.1,0.93,Cascade
Atlanta GA DC,33.6407,-84.4277,29.6327,-95.437,2026-01-26 17:14:20,2026-01-27 10:37:52,17.33,18.2,3.02,Alpine
Chicago IL DC,41.85,-87.882,25.7135,-80.2781,2026-01-01 13:15:55,2026-01-02 08:33:40,48.45,11.7,2.48,Metro
Chicago IL DC,41.85,-87.882,41.8847,-87.4717,2026-01-21 12:06:38,2026-01-21 14:59:36,10.31,9.4,2.15,Summit
Chicago IL DC,41.85,-87.882,42.1672,-87.8242,2026-01-16 15:08:09,2026-01-17 08:29:32,15.72,7.4,0.82,Metro
Reno NV DC,39.5296,-119.8138,33.8802,-118.4026,2026-01-17 22:53:40,2026-01-18 11:38:18,4.88,1.9,0.14,Metro
Chicago IL DC,41.85,-87.882,40.0087,-83.0991,2026-01-06 10:06:29,2026-01-06 17:36:00,58.7,4.3,0.25,Horizon
Dallas TX DC,32.8998,-96.8379,29.1988,-98.3731,2026-01-01 16:33:26,2026-01-01 16:52:53,3.38,5.9,1.61,Ridge
Dallas TX DC,32.8998,-96.8379,36.0134,-95.7095,2026-01-27 12:53:42,2026-01-27 16:36:01,62.86,3.7,1.05,Cascade
Atlanta GA DC,33.6407,-84.4277,34.0453,-118.1247,2026-01-23 14:13:02,2026-01-24 12:13:03,15.69,3.7,0.83,Alpine
Reno NV DC,39.5296,-119.8138,32.8021,-116.9963,2026-01-29 08:55:31,2026-01-29 16:35:57,271.06,9.9,2.7,Horizon
Atlanta GA DC,33.6407,-84.4277,36.247,-86.6991,2026-01-20 10:35:54,2026-01-20 14:54:55,21.71,4.5,0.3,Ridge
Edison NJ DC,40.5187,-74.4121,40.4988,-73.965,2026-01-16 13:18:04,2026-01-16 17:27:02,106.18,4.7,0.73,Alpine
Edison NJ DC,40.5187,-74.4121,40.7685,-73.9483,2026-01-06 16:41:17,2026-01-07 09:31:51,188.76,7.2,1.19,Alpine
Reno NV DC,39.5296,-119.8138,34.0467,-118.2143,2026-01-15 10:06:06,2026-01-15 15:41:15,12.28,1.0,0.23,Pacific
Atlanta GA DC,33.6407,-84.4277,40.6571,-74.0686,2026-01-17 10:47:12,2026-01-17 15:48:48,144.5,2.7,0.19,Ridge
Edison NJ DC,40.5187,-74.4121,36.1886,-86.8741,2026-01-25 12:11:53,2026-01-25 14:56:04,38.56,1.8,0.33,Cascade
Atlanta GA DC,33.6407,-84.4277,30.3042,-97.5769,2026-01-12 13:59:11,2026-01-13 08:28:23,9.89,8.7,2.18,Horizon
Edison NJ DC,40.5187,-74.4121,40.6144,-73.8877,2026-01-01 12:20:51,2026-01-01 16:38:22,13.24,1.4,0.41,Alpine
Edison NJ DC,40.5187,-74.4121,38.9424,-76.8738,2026-01-24 12:05:30,2026-01-24 17:23:28,37.05,1.2,0.33,Atlas
Reno NV DC,39.5296,-119.8138,33.4617,-112.043,2026-01-10 18:47:25,2026-01-11 08:40:48,150.59,3.1,0.91,Summit
Memphis TN DC,35.1175,-89.9711,25.6911,-79.9378,2026-01-06 16:00:25,2026-01-06 15:43:33,10.1,6.7,1.56,Alpine
Reno NV DC,39.5296,-119.8138,32.6209,-116.8984,2026-01-15 15:13:41,2026-01-16 11:29:58,48.2,4.3,0.72,Pacific
Atlanta GA DC,33.6407,-84.4277,48.0002,-122.272,2026-01-29 15:34:24,2026-01-30 11:20:20,38.27,17.3,4.85,Cascade
Memphis TN DC,35.1175,-89.9711,40.433,-73.874,2026-01-22 13:56:43,2026-01-23 11:45:47,52.46,14.2,2.21,Summit
Dallas TX DC,32.8998,-96.8379,30.088,-95.3716,2026-01-09 13:47:55,2026-01-09 18:06:38,3.23,1.8,0.11,Atlas
Reno NV DC,39.5296,-119.8138,32.6882,-117.3431,2026-01-27 16:46:18,2026-01-28 09:54:31,19.7,3.8,1.09,Horizon
Edison NJ DC,40.5187,-74.4121,40.5486,-74.0885,2026-01-13 17:10:09,2026-01-13 15:43:29,5.01,12.1,3.23,Metro
Atlanta GA DC,33.6407,-84.4277,38.7295,-90.1984,2026-01-02 17:15:27,2026-01-03 11:37:51,27.2,5.1,0.98,Cascade
Edison NJ DC,40.5187,-74.4121,40.9095,-73.8234,2026-01-29 15:48:37,2026-01-30 09:51:07,62.7,4.0,0.94,Ridge
Atlanta GA DC,33.6407,-84.4277,42.2503,-71.1592,2026-01-22 11:05:59,2026-01-22 18:54:45,27.13,14.0,1.67,Summit
Reno NV DC,39.5296,-119.8138,34.1019,-118.1978,2026-01-29 15:56:35,2026-01-29 14:26:26,61.9,3.5,0.61,Pacific
Dallas TX DC,32.8998,-96.8379,40.9246,-73.9817,2026-01-20 15:48:21,2026-01-21 11:35:34,25.14,3.0,0.6,Pacific
Chicago IL DC,41.85,-87.882,32.6305,-117.4479,2026-01-05 14:08:15,2026-01-06 08:02:06,202.68,4.8,0.85,Horizon
Reno NV DC,39.5296,-119.8138,37.1368,-121.9032,2026-01-30 17:09:54,2026-01-30 16:45:28,33.16,2.8,0.24,Summit
Edison NJ DC,40.5187,-74.4121,38.6557,-76.7271,2026-01-05 16:29:02,2026-01-05 16:03:23,5.14,0.9,0.07,Cascade
Reno NV DC,39.5296,-119.8138,30.4626,-97.8229,2026-01-30 13:42:40,2026-01-31 11:37:23,30.77,1.5,0.08,Cascade
Edison NJ DC,40.5187,-74.4121,40.7168,-73.9227,2026-01-03 18:12:22,2026-01-04 06:10:20,118.34,3.5,0.75,Pacific
Memphis TN DC,35.1175,-89.9711,35.1446,-90.0713,2026-01-14 10:49:46,2026-01-14 16:58:04,10.24,11.4,1.08,Horizon
Chicago IL DC,41.85,-87.882,42.9469,-87.8551,2026-01-12 15:05:47,2026-01-12 14:55:55,14.6,11.3,2.95,Pacific
Reno NV DC,39.5296,-119.8138,33.9056,-118.3,2026-01-13 17:48:45,2026-01-13 15:13:47,178.7,2.0,0.1,Atlas
Atlanta GA DC,33.6407,-84.4277,36.12,-86.9238,2026-01-21 12:08:43,2026-01-21 18:48:47,23.46,4.9,1.21,Pacific
Dallas TX DC,32.8998,-96.8379,29.8667,-95.5636,2026-01-20 13:59:38,2026-01-20 18:20:15,15.23,2.1,0.25,Summit
Reno NV DC,39.5296,-119.8138,33.9972,-118.0973,2026-01-12 14:05:02,2026-01-12 17:34:43,146.97,6.8,0.78,Horizon
Dallas TX DC,32.8998,-96.8379,40.5271,-73.8705,2026-01-20 15:42:44,2026-01-21 11:16:14,93.45,3.9,0.52,Pacific
Reno NV DC,39.5296,-119.8138,33.6268,-112.279,2026-01-16 13:34:45,2026-01-16 18:41:43,26.58,8.0,0.6,Cascade
Memphis TN DC,35.1175,-89.9711,28.5753,-81.2984,2026-01-10 12:51:17,2026-01-11 09:26:31,67.14,3.7,0.87,Atlas
Edison NJ DC,40.5187,-74.4121,40.8785,-74.0645,2026-01-22 16:03:10,2026-01-22 14:45:18,47.54,6.2,1.79,Cascade
Edison NJ DC,40.5187,-74.4121,40.6552,-73.6566,2026-01-28 12:06:05,2026-01-28 17:11:31,93.22,3.9,0.6,Cascade
Atlanta GA DC,33.6407,-84.4277,44.9928,-93.5761,2026-01-30 11:48:24,2026-01-31 12:20:09,12.29,4.1,1.09,Alpine
Dallas TX DC,32.8998,-96.8379,33.1113,-96.6211,2026-01-11 14:30:30,2026-01-12 12:55:43,47.85,3.3,0.55,Ridge
Atlanta GA DC,33.6407,-84.4277,32.8166,-117.1239,2026-01-13 10:32:40,2026-01-13 18:09:05,24.25,2.4,0.48,Atlas
Dallas TX DC,32.8998,-96.8379,33.9763,-118.2391,2026-01-11 14:26:14,2026-01-12 08:07:37,102.48,10.4,1.47,Metro
Atlanta GA DC,33.6407,-84.4277,29.7977,-95.3768,2026-01-08 15:49:47,2026-01-08 17:38:30,82.51,8.1,1.52,Ridge
Reno NV DC,39.5296,-119.8138,34.0371,-118.2697,2026-01-21 12:44:46,2026-01-21 18:25:18,10.89,3.2,0.22,Ridge
Memphis TN DC,35.1175,-89.9711,39.7973,-86.0183,2026-01-29 10:57:37,2026-01-29 16:27:32,247.64,9.1,2.42,Horizon
